cust_id,age,gender,marital_status,education_level,employment_type,monthly_income,residence_type,city,state,application_id,application_date,product_type,channel,requested_amount,tenure_months,account_id,account_open_date,current_balance,emi_amount,bureau_score,total_accounts,active_accounts,overdue_accounts,recent_enquiries_6m,broken_ptp_flag,write_off_flag,legal_case_flag,ptp_kept_ratio,default_6m_flag,snapshot_date,credit_card_utilization_pct,past_due_accounts_count,recent_loan_inquiry_flag,repayment_to_due_ratio,early_repayment_flag,salary_credit_3m
CUST006846,28,M,Married,Graduate,Unemployed,14149,Parental,Owensfort,North Dakota,APP006846,2022-12-31,Auto Loan,DSA,131283,12,ACC006846,2022-09-20,1986,11603.01,682,3,2,2,2,1,0,0,0.15,0,2022-12-31,72.9,0,0,0.96,0,0
CUST006847,59,F,Single,High School,Unemployed,15485,Owned,Annetteberg,Massachusetts,APP006847,2022-05-12,Auto Loan,Mobile,150000,24,ACC006847,2022-01-01,128601,6991.18,838,9,2,1,0,0,0,0,0.64,0,2022-12-31,36.33,1,0,0.84,0,0
CUST006848,28,M,Single,Post Graduate,Salaried,33340,Parental,Murphyview,Hawaii,APP006848,2022-07-18,Auto Loan,Mobile,150000,12,ACC006848,2020-12-13,209215,13257.25,793,8,5,2,4,0,0,0,0.74,1,2022-12-31,82.99,0,0,1.12,0,3
CUST006849,56,F,Divorced,High School,Unemployed,15737,Rented,Lake Terriview,Illinois,APP006849,2022-09-02,Home Loan,Mobile,389351,180,ACC006849,2021-10-23,72788,4425.35,398,2,2,2,1,0,0,0,0.23,0,2022-12-31,69.54,0,0,1.17,0,0
CUST006850,35,M,Married,Post Graduate,Salaried,20092,Rented,Jonathanfort,Louisiana,APP006850,2022-10-12,Personal Loan,Mobile,481510,60,ACC006850,2022-02-05,133824,10469.19,308,1,1,2,3,1,0,0,0.14,0,2022-12-31,44.15,2,0,0.96,0,2
CUST006851,56,F,Married,Graduate,Unemployed,30760,Owned,Berrymouth,New Jersey,APP006851,2022-11-14,Auto Loan,Online,150000,60,ACC006851,2022-04-02,73871,3261.36,326,4,2,2,1,0,0,0,0.93,0,2022-12-31,16.49,1,0,1.11,0,0
CUST006852,54,M,Married,High School,Self-employed,24150,Owned,Anthonybury,Arizona,APP006852,2022-12-31,Home Loan,Online,309146,180,ACC006852,2022-04-21,278989,3513.74,827,5,5,2,0,0,0,0,0.7,0,2022-12-31,72.28,0,0,1.11,0,1
CUST006853,65,M,Single,High School,Self-employed,41814,Parental,New Jadeburgh,Tennessee,APP006853,2022-08-11,Personal Loan,Online,41892,24,ACC006853,2022-08-06,26688,1952.5,818,4,4,2,0,0,0,0,0.4,0,2022-12-31,62.44,1,0,1.03,0,2
CUST006854,50,M,Married,Post Graduate,Unemployed,38233,Owned,Lake Joshuastad,Utah,APP006854,2022-07-16,Auto Loan,DSA,150000,12,ACC006854,2021-09-19,273438,13257.25,463,4,4,1,0,0,0,0,0.04,0,2022-12-31,10.25,2,0,0.72,0,0
CUST006855,61,F,Single,Post Graduate,Self-employed,22829,Parental,South Tarastad,Oregon,APP006855,2022-08-19,Home Loan,Mobile,412152,180,ACC006855,2022-08-14,86756,4684.51,705,4,4,2,2,0,0,0,0.75,0,2022-12-31,10.8,0,0,0.69,0,1
CUST006856,42,M,Married,Post Graduate,Salaried,19534,Rented,Daviston,Vermont,APP006856,2022-07-22,Home Loan,Branch,300000,180,ACC006856,2022-03-20,182255,3409.79,480,8,2,2,3,0,0,0,0.83,1,2022-12-31,78.75,0,1,1.15,0,3
CUST006857,58,F,Divorced,High School,Salaried,18048,Rented,Gibbsshire,Wyoming,APP006857,2022-10-20,Credit Card,Online,479624,12,ACC006857,2022-10-15,58314,42389.96,406,4,4,0,3,0,0,0,0.31,0,2022-12-31,32.05,0,1,0.76,1,1
CUST006858,40,F,Divorced,High School,Self-employed,26237,Rented,Schmidtport,Rhode Island,APP006858,2022-08-08,Home Loan,DSA,439951,180,ACC006858,2022-08-03,197865,5000.47,789,2,2,1,3,0,0,0,0.64,0,2022-12-31,64.07,1,0,0.75,0,1
CUST006859,40,M,Divorced,Graduate,Unemployed,7974,Owned,Johnsonbury,South Dakota,APP006859,2022-08-21,Home Loan,Branch,300000,180,ACC006859,2022-08-16,173468,3409.79,670,3,3,0,4,0,0,0,0.03,0,2022-12-31,48.61,1,0,0.7,0,0
CUST006860,39,M,Divorced,Post Graduate,Salaried,31138,Rented,Reedland,Wisconsin,APP006860,2022-09-24,Credit Card,Mobile,183907,48,ACC006860,2021-05-10,113166,4753.17,658,1,1,1,3,0,0,0,0.41,0,2022-12-31,83.39,1,0,0.92,1,3
CUST006861,38,F,Divorced,Graduate,Unemployed,48393,Rented,South Hannahhaven,Maine,APP006861,2022-10-07,Home Loan,Mobile,300000,180,ACC006861,2022-05-08,149270,3409.79,862,7,1,0,3,0,0,0,0.34,0,2022-12-31,87.94,0,0,1.01,0,0
CUST006862,60,M,Married,High School,Unemployed,42266,Rented,Greenland,Iowa,APP006862,2022-11-10,Personal Loan,Branch,57557,12,ACC006862,2021-04-11,223891,5086.98,841,3,3,1,2,0,0,0,0.63,0,2022-12-31,94.73,0,0,1.01,0,0
CUST006863,30,M,Married,High School,Unemployed,14343,Owned,Lake Bruce,Tennessee,APP006863,2022-11-17,Home Loan,DSA,300000,180,ACC006863,2022-07-02,147687,3409.79,696,8,4,1,4,0,0,0,0.58,0,2022-12-31,23.06,1,0,0.76,0,0
CUST006864,64,M,Married,High School,Unemployed,4975,Parental,Sullivanmouth,Rhode Island,APP006864,2022-10-27,Auto Loan,Mobile,150000,12,ACC006864,2022-04-07,161851,13257.25,689,4,4,1,2,0,0,0,0.91,0,2022-12-31,83.35,1,0,0.66,0,0
CUST006865,27,F,Divorced,High School,Unemployed,27471,Parental,West Victoria,Virginia,APP006865,2022-04-27,Personal Loan,Branch,85710,12,ACC006865,2020-10-08,271189,7575.19,721,4,4,1,0,0,0,0,0.73,0,2022-12-31,32.61,0,0,0.79,0,0
CUST006866,66,F,Divorced,Post Graduate,Self-employed,11832,Rented,East Leslie,Texas,APP006866,2022-08-02,Personal Loan,Online,54810,48,ACC006866,2021-11-06,111549,1416.59,440,2,2,2,4,0,0,0,0.91,0,2022-12-31,60.22,0,1,0.9,0,1
CUST006867,36,F,Divorced,Graduate,Self-employed,10259,Parental,East Felicia,Maine,APP006867,2022-10-27,Home Loan,Branch,300000,180,ACC006867,2022-04-16,10364,3409.79,768,2,2,2,4,0,0,0,0.54,0,2022-12-31,52.99,1,1,0.97,0,2
CUST006868,37,F,Divorced,High School,Unemployed,25121,Parental,Joneschester,Arizona,APP006868,2022-08-16,Personal Loan,DSA,144064,24,ACC006868,2022-05-30,234360,6714.51,757,6,4,1,0,0,0,0,0.89,0,2022-12-31,11.53,0,0,0.76,0,0
CUST006869,34,F,Single,Post Graduate,Unemployed,42124,Parental,East Michaelshire,Michigan,APP006869,2022-03-20,Credit Card,Online,130611,12,ACC006869,2021-08-11,244902,11543.62,714,1,1,2,2,0,0,1,0.3,0,2022-12-31,89.29,1,0,0.71,0,0
CUST006870,33,M,Single,Post Graduate,Self-employed,35540,Parental,Philipfurt,Oregon,APP006870,2022-08-07,Auto Loan,Mobile,150000,48,ACC006870,2021-06-27,210022,3876.83,539,3,1,0,1,1,0,0,0.4,0,2022-12-31,16.66,0,0,1.1,0,3
CUST006871,26,M,Divorced,Post Graduate,Salaried,25560,Parental,West Larryland,Utah,APP006871,2022-06-09,Credit Card,Mobile,234774,60,ACC006871,2022-05-08,245086,5104.56,828,7,1,1,1,0,0,0,0.45,0,2022-12-31,68.5,1,1,1.11,0,2
CUST006872,24,F,Married,Graduate,Unemployed,48344,Rented,South Paul,New Jersey,APP006872,2022-12-02,Credit Card,Mobile,462752,24,ACC006872,2022-04-17,244828,21567.87,481,9,1,1,4,0,0,0,0.51,1,2022-12-31,76.73,3,0,0.77,0,0
CUST006873,30,M,Single,High School,Self-employed,38372,Parental,New Timothy,Oregon,APP006873,2022-09-13,Personal Loan,Branch,74095,48,ACC006873,2022-04-23,114387,1915.02,831,3,2,2,2,0,0,0,0.13,1,2022-12-31,77.6,2,0,0.94,1,1
CUST006874,59,F,Single,Post Graduate,Salaried,47459,Rented,Brianchester,Louisiana,APP006874,2022-08-18,Auto Loan,DSA,23420,48,ACC006874,2022-07-07,16898,605.3,803,2,2,0,2,1,0,0,0.72,0,2022-12-31,21.52,2,1,0.86,0,2
CUST006875,30,F,Divorced,Post Graduate,Self-employed,4649,Owned,Meganberg,Nebraska,APP006875,2022-10-16,Auto Loan,Mobile,150000,12,ACC006875,2022-01-18,223862,13257.25,439,4,3,0,2,0,0,0,0.77,1,2022-12-31,48.04,1,0,0.69,0,2
CUST006876,29,M,Divorced,Post Graduate,Salaried,23716,Parental,Philiptown,Florida,APP006876,2022-03-09,Personal Loan,Branch,404365,48,ACC006876,2020-10-13,114869,10451.02,767,4,2,0,3,0,0,0,0.32,0,2022-12-31,80.5,0,0,1.16,0,3
CUST006877,40,F,Single,Graduate,Self-employed,42417,Parental,Lake Ray,Idaho,APP006877,2022-04-16,Credit Card,Mobile,274503,48,ACC006877,2020-10-24,289973,7094.67,406,7,1,2,1,0,0,0,0.27,0,2022-12-31,35.73,1,1,0.61,0,3
CUST006878,63,M,Single,Graduate,Self-employed,5197,Rented,Kingchester,Oregon,APP006878,2022-12-01,Personal Loan,Branch,172144,24,ACC006878,2021-11-05,267299,8023.26,488,9,4,1,2,0,0,0,0.32,0,2022-12-31,49.76,0,0,0.71,0,2
CUST006879,66,F,Divorced,Graduate,Salaried,48158,Rented,Lake Brian,Tennessee,APP006879,2022-03-12,Auto Loan,DSA,150000,12,ACC006879,2020-10-14,288113,13257.25,800,6,5,0,4,0,0,0,0.01,0,2022-12-31,33.19,0,0,0.81,0,3
CUST006880,31,M,Married,Post Graduate,Unemployed,12561,Rented,Nguyenland,Utah,APP006880,2022-10-25,Credit Card,Branch,124977,24,ACC006880,2021-08-08,197704,5824.91,813,2,2,0,2,0,0,0,0.55,0,2022-12-31,49.4,1,0,1.11,0,0
CUST006881,26,M,Divorced,High School,Self-employed,8066,Owned,Johnnyfurt,Oklahoma,APP006881,2022-12-27,Auto Loan,Mobile,150000,36,ACC006881,2022-12-22,150281,4910.81,505,1,1,0,0,0,0,0,0.81,0,2022-12-31,85.47,1,0,1.07,0,1
CUST006882,55,F,Married,Post Graduate,Salaried,23847,Parental,Lake Jeffreyfort,Iowa,APP006882,2022-12-29,Auto Loan,Branch,118066,12,ACC006882,2022-02-01,261161,10434.87,592,8,5,0,1,0,0,0,0.2,1,2022-12-31,48.69,0,1,0.95,0,2
CUST006883,60,M,Married,High School,Self-employed,22039,Rented,Port Robertville,Montana,APP006883,2022-10-06,Home Loan,Mobile,418062,180,ACC006883,2022-10-01,135328,4751.68,307,4,1,2,3,0,0,0,0.25,0,2022-12-31,57.25,0,0,1.02,0,3
CUST006884,68,M,Married,Post Graduate,Unemployed,14862,Parental,Williamston,Indiana,APP006884,2022-09-15,Personal Loan,Mobile,453774,36,ACC006884,2021-11-15,36650,14855.98,479,8,4,1,0,0,0,0,0.31,0,2022-12-31,44.34,0,1,0.8,0,0
CUST006885,33,F,Single,Graduate,Self-employed,34578,Owned,North Sara,Massachusetts,APP006885,2022-11-29,Personal Loan,Mobile,104731,12,ACC006885,2021-12-06,207120,9256.3,693,3,2,1,4,0,0,0,0.81,0,2022-12-31,49.11,0,0,1.16,0,1
CUST006886,21,F,Married,High School,Self-employed,45997,Parental,Nicoleburgh,New Mexico,APP006886,2022-12-19,Credit Card,Mobile,442801,24,ACC006886,2021-04-19,81315,20638.0,513,2,2,2,2,0,0,0,0.52,0,2022-12-31,11.29,0,0,0.62,0,1
CUST006887,43,F,Married,High School,Unemployed,37262,Owned,Williamstown,New Jersey,APP006887,2022-12-28,Personal Loan,Mobile,238723,48,ACC006887,2022-03-04,160376,6169.92,853,8,2,1,2,0,0,0,0.38,0,2022-12-31,34.12,1,0,0.66,0,0
CUST006888,29,F,Single,Graduate,Unemployed,22082,Parental,Shannonshire,South Dakota,APP006888,2022-09-26,Personal Loan,DSA,265579,12,ACC006888,2020-11-14,275555,23472.31,488,5,3,1,3,0,0,0,0.84,0,2022-12-31,47.11,1,1,1.16,0,0
CUST006889,36,F,Single,Post Graduate,Salaried,35272,Rented,Humphreyside,Hawaii,APP006889,2022-03-11,Personal Loan,Mobile,470952,36,ACC006889,2022-01-03,87313,15418.36,424,9,2,1,1,0,0,0,0.59,0,2022-12-31,63.87,1,0,1.17,0,2
CUST006890,54,F,Single,Post Graduate,Self-employed,25151,Rented,Lake Taramouth,Montana,APP006890,2022-12-31,Credit Card,Branch,116868,60,ACC006890,2022-06-23,261172,2540.99,719,5,2,2,2,0,0,0,0.6,0,2022-12-31,48.25,1,0,0.89,0,3
CUST006891,36,M,Divorced,High School,Unemployed,12015,Parental,Cochranland,Massachusetts,APP006891,2022-03-16,Credit Card,Mobile,497038,12,ACC006891,2021-11-27,230349,43929.04,821,4,4,1,3,0,0,0,0.96,0,2022-12-31,38.71,2,0,0.95,1,0
CUST006892,21,F,Divorced,Post Graduate,Unemployed,48534,Parental,West Christophervi,Arizona,APP006892,2022-12-02,Auto Loan,Online,150000,48,ACC006892,2021-03-18,291166,3876.83,372,3,1,1,2,0,0,0,0.47,0,2022-12-31,42.99,4,1,1.14,0,0
CUST006893,35,M,Married,Graduate,Unemployed,48029,Owned,Port Amyland,Virginia,APP006893,2022-11-14,Home Loan,Mobile,351984,180,ACC006893,2022-01-03,162637,4000.64,353,3,2,0,0,0,0,0,0.17,0,2022-12-31,30.59,0,1,1.11,0,0
CUST006894,47,F,Divorced,Post Graduate,Salaried,34259,Owned,Johnsonville,Ohio,APP006894,2022-10-26,Credit Card,DSA,184969,24,ACC006894,2022-07-08,288043,8621.01,834,6,1,0,1,0,0,0,0.01,0,2022-12-31,88.58,1,0,1.12,0,1
CUST006895,66,F,Married,High School,Self-employed,26631,Parental,Kaylabury,Colorado,APP006895,2022-06-12,Auto Loan,Mobile,150000,36,ACC006895,2020-08-20,237118,4910.81,717,1,1,0,3,0,0,0,0.35,0,2022-12-31,54.35,0,0,0.82,0,2
CUST006896,62,M,Single,Graduate,Self-employed,6614,Rented,Hartmanshire,Utah,APP006896,2022-02-04,Auto Loan,Branch,150000,36,ACC006896,2021-06-08,66226,4910.81,846,2,1,0,3,0,0,0,0.14,0,2022-12-31,11.14,1,0,1.1,0,1
CUST006897,46,M,Single,Graduate,Salaried,11925,Parental,West John,Utah,APP006897,2022-12-14,Personal Loan,Online,26307,24,ACC006897,2022-02-15,240184,1226.11,613,4,4,0,0,0,0,0,0.46,0,2022-12-31,11.65,1,0,0.64,0,1
CUST006898,51,M,Married,Graduate,Salaried,8700,Owned,Lake Trevor,Nebraska,APP006898,2022-09-12,Personal Loan,DSA,360618,12,ACC006898,2022-05-21,174107,31872.02,824,9,2,1,1,0,0,0,0.71,1,2022-12-31,92.7,0,0,0.89,0,2
CUST006899,38,F,Married,High School,Self-employed,38705,Rented,North Emma,Arizona,APP006899,2022-04-27,Credit Card,DSA,301478,48,ACC006899,2022-04-22,241713,7791.86,896,5,4,1,2,0,0,0,0.75,0,2022-12-31,28.82,1,0,0.74,0,3
CUST006900,55,M,Divorced,Post Graduate,Salaried,11407,Parental,Port Robertshire,California,APP006900,2022-10-16,Auto Loan,DSA,90274,48,ACC006900,2022-10-11,131961,2333.18,557,4,4,1,2,0,0,0,0.33,0,2022-12-31,78.48,1,1,0.62,0,2
CUST006901,58,F,Married,Post Graduate,Salaried,4198,Owned,Ellisfort,Illinois,APP006901,2022-09-23,Home Loan,Online,300000,180,ACC006901,2021-11-25,278627,3409.79,445,8,2,0,4,0,0,0,0.56,0,2022-12-31,14.95,0,0,0.97,0,1
CUST006902,34,F,Single,Graduate,Self-employed,27511,Parental,Cameronfort,Missouri,APP006902,2022-12-16,Home Loan,Mobile,300000,180,ACC006902,2022-09-19,282130,3409.79,360,2,2,0,2,0,0,0,0.33,1,2022-12-31,88.3,0,0,0.65,0,1
CUST006903,39,M,Single,High School,Self-employed,40200,Owned,South Jasmine,Colorado,APP006903,2022-01-16,Auto Loan,Branch,57746,24,ACC006903,2021-07-08,237157,2691.42,505,1,1,1,0,0,0,0,0.84,0,2022-12-31,84.33,0,1,0.67,0,3
CUST006904,30,F,Married,High School,Salaried,36524,Owned,West James,Nebraska,APP006904,2022-06-13,Auto Loan,DSA,149768,48,ACC006904,2020-11-30,8454,3870.83,481,3,3,1,1,0,0,0,0.03,0,2022-12-31,58.54,0,1,0.65,0,3
CUST006905,23,M,Married,Post Graduate,Salaried,44876,Owned,Bryanside,Arkansas,APP006905,2022-07-31,Home Loan,DSA,300000,180,ACC006905,2022-02-28,78806,3409.79,475,4,4,0,0,0,0,0,0.89,0,2022-12-31,10.76,1,0,1.19,0,2
CUST006906,59,F,Single,Graduate,Self-employed,24427,Rented,North David,Vermont,APP006906,2022-07-30,Auto Loan,Branch,150000,36,ACC006906,2021-11-17,131289,4910.81,794,8,1,0,1,0,0,0,0.55,0,2022-12-31,31.91,0,0,0.62,0,3
CUST006907,40,F,Divorced,Post Graduate,Self-employed,5871,Owned,Lake Jameschester,Montana,APP006907,2022-11-21,Home Loan,Online,300000,180,ACC006907,2022-07-16,252478,3409.79,751,6,5,1,1,0,0,0,0.46,0,2022-12-31,44.58,0,0,0.76,0,1
CUST006908,44,M,Divorced,Post Graduate,Self-employed,39134,Parental,Lake Ryanland,Arkansas,APP006908,2022-10-09,Auto Loan,DSA,150000,48,ACC006908,2022-08-11,177711,3876.83,720,1,1,2,4,0,0,0,0.08,1,2022-12-31,49.11,2,0,0.99,0,1
CUST006909,57,F,Divorced,Graduate,Unemployed,43944,Rented,Martinburgh,Iowa,APP006909,2022-11-23,Home Loan,Branch,300000,180,ACC006909,2021-03-11,189462,3409.79,859,6,2,0,2,0,0,0,0.89,0,2022-12-31,35.3,3,0,1.09,0,0
CUST006910,61,F,Divorced,Post Graduate,Unemployed,31855,Parental,Port Stacy,Kentucky,APP006910,2022-09-11,Credit Card,Mobile,494895,24,ACC006910,2022-05-26,197200,23065.99,344,1,1,1,3,0,0,0,0.01,1,2022-12-31,12.8,0,1,0.96,0,0
CUST006911,60,F,Divorced,Graduate,Salaried,44474,Owned,North Cody,Nebraska,APP006911,2022-08-06,Credit Card,DSA,413195,48,ACC006911,2021-12-19,43985,10679.24,391,9,1,2,3,0,0,0,0.86,0,2022-12-31,60.16,0,0,1.19,0,3
CUST006912,44,M,Single,High School,Self-employed,12011,Rented,Nicoleshire,Rhode Island,APP006912,2022-04-07,Auto Loan,DSA,150000,36,ACC006912,2021-08-02,240891,4910.81,733,7,2,0,2,0,0,0,0.75,0,2022-12-31,54.55,1,1,0.8,0,1
CUST006913,40,M,Married,Graduate,Unemployed,16617,Owned,North Ronaldhaven,New York,APP006913,2022-02-24,Personal Loan,Online,135766,24,ACC006913,2021-04-07,162255,6327.76,352,7,2,0,2,0,0,1,0.57,0,2022-12-31,34.06,0,0,0.88,0,0
CUST006914,25,F,Divorced,High School,Self-employed,7217,Rented,East Michael,New Jersey,APP006914,2022-09-28,Auto Loan,Mobile,150000,12,ACC006914,2022-09-23,20638,13257.25,830,3,3,2,4,0,0,0,0.1,0,2022-12-31,13.23,2,0,1.09,0,2
CUST006915,48,M,Single,Graduate,Salaried,9228,Parental,Robertstad,New Hampshire,APP006915,2022-04-05,Auto Loan,Online,128641,36,ACC006915,2021-11-03,228040,4211.54,321,4,4,0,2,0,0,0,0.51,0,2022-12-31,94.54,0,0,1.01,0,2
CUST006916,43,F,Married,Post Graduate,Salaried,38311,Owned,New Jacob,South Dakota,APP006916,2022-10-28,Home Loan,Mobile,300000,180,ACC006916,2022-02-24,68494,3409.79,778,1,1,1,1,1,0,0,0.26,0,2022-12-31,50.97,0,1,0.73,0,3
CUST006917,60,F,Married,High School,Salaried,13759,Parental,South Michael,Wyoming,APP006917,2022-11-12,Credit Card,Branch,132358,12,ACC006917,2022-02-23,169487,11698.02,725,1,1,1,3,1,0,0,0.86,0,2022-12-31,74.26,0,0,0.9,0,2
CUST006918,56,M,Married,Graduate,Unemployed,35293,Owned,Kingland,Indiana,APP006918,2022-11-12,Personal Loan,Branch,62947,60,ACC006918,2022-07-05,111924,1368.62,883,2,2,0,0,0,0,0,0.26,0,2022-12-31,48.45,0,0,1.19,0,0
CUST006919,30,M,Single,Graduate,Self-employed,41776,Owned,Rosschester,New Hampshire,APP006919,2022-05-17,Personal Loan,Mobile,134251,48,ACC006919,2020-12-13,175100,3469.79,696,7,4,2,3,0,1,0,0.79,0,2022-12-31,13.67,0,0,1.12,0,1
CUST006920,50,M,Married,High School,Self-employed,37406,Parental,Silvabury,Oklahoma,APP006920,2022-11-07,Credit Card,Branch,434951,36,ACC006920,2020-09-12,288560,14239.74,714,9,3,0,1,0,0,0,0.09,0,2022-12-31,36.32,3,0,0.72,0,2
CUST006921,63,M,Single,Post Graduate,Unemployed,13449,Parental,Port Andrewberg,Wisconsin,APP006921,2022-12-08,Credit Card,Branch,183281,60,ACC006921,2022-02-04,130879,3984.97,353,5,2,0,1,0,0,0,0.16,0,2022-12-31,37.21,1,0,0.71,0,0
CUST006922,46,F,Married,Post Graduate,Unemployed,4423,Parental,Huntstad,Louisiana,APP006922,2022-11-21,Personal Loan,DSA,462061,36,ACC006922,2022-11-16,121213,15127.28,359,4,3,2,0,0,0,0,0.06,0,2022-12-31,81.26,0,0,1.1,0,0
CUST006923,52,F,Single,Post Graduate,Self-employed,21075,Rented,New Joyceport,Maine,APP006923,2022-09-17,Personal Loan,Online,499913,24,ACC006923,2021-12-09,196115,23299.86,800,3,3,1,0,0,0,0,0.91,0,2022-12-31,65.61,0,0,0.72,0,2
CUST006924,30,M,Single,High School,Unemployed,5434,Owned,South Dianaview,Idaho,APP006924,2022-10-18,Credit Card,Online,495122,48,ACC006924,2022-01-27,203708,12796.69,439,2,1,2,4,0,0,0,0.47,0,2022-12-31,33.41,2,0,0.87,0,0
CUST006925,39,F,Single,Graduate,Self-employed,19402,Parental,Oliverview,Iowa,APP006925,2022-04-29,Personal Loan,Online,121654,36,ACC006925,2021-03-03,92536,3982.8,775,1,1,1,4,0,0,0,0.81,1,2022-12-31,92.26,0,0,0.71,0,1
CUST006926,55,F,Married,Post Graduate,Salaried,32611,Parental,Port Kennethfurt,Oregon,APP006926,2022-04-29,Auto Loan,Branch,150000,60,ACC006926,2021-04-07,45893,3261.36,763,1,1,0,4,0,0,0,0.37,0,2022-12-31,37.33,1,1,0.61,0,2
CUST006927,38,M,Married,Graduate,Self-employed,18821,Owned,Murrayport,Alaska,APP006927,2022-12-18,Personal Loan,DSA,450505,48,ACC006927,2021-05-28,150777,11643.54,451,4,1,0,3,0,0,0,0.73,0,2022-12-31,94.85,2,0,1.13,0,2
CUST006928,21,M,Divorced,Graduate,Salaried,45996,Rented,Walkerport,Missouri,APP006928,2022-05-23,Home Loan,Mobile,300000,180,ACC006928,2022-05-18,124129,3409.79,809,8,5,0,1,0,0,0,0.95,0,2022-12-31,94.67,1,1,1.07,0,3
CUST006929,64,M,Single,Post Graduate,Self-employed,41848,Rented,Brandonville,Alaska,APP006929,2022-07-03,Credit Card,Branch,477498,60,ACC006929,2020-12-11,109452,10381.96,393,8,1,0,4,0,0,0,0.84,0,2022-12-31,26.25,2,0,0.88,0,3
CUST006930,57,F,Single,Graduate,Salaried,15105,Rented,South Nicholasfort,Maryland,APP006930,2022-07-24,Auto Loan,DSA,73396,24,ACC006930,2022-07-19,34537,3420.83,440,1,1,1,0,0,0,0,0.66,1,2022-12-31,36.58,1,0,0.7,0,3
CUST006931,30,F,Single,High School,Self-employed,15743,Parental,West Seanmouth,Arkansas,APP006931,2022-12-19,Personal Loan,Mobile,296279,12,ACC006931,2020-12-26,120972,26185.63,443,1,1,2,2,0,0,0,0.57,0,2022-12-31,51.31,1,0,1.08,1,3
CUST006932,49,F,Married,Post Graduate,Unemployed,12232,Rented,Floresburgh,South Dakota,APP006932,2022-09-02,Auto Loan,DSA,150000,12,ACC006932,2020-10-29,290207,13257.25,768,8,3,1,1,0,0,0,0.56,0,2022-12-31,66.45,0,0,0.82,0,0
CUST006933,46,M,Single,High School,Self-employed,8865,Parental,Whiteville,South Carolina,APP006933,2022-03-10,Home Loan,DSA,476482,180,ACC006933,2022-03-02,172318,5415.68,423,8,4,0,4,0,0,0,0.9,1,2022-12-31,54.88,2,0,1.0,0,2
CUST006934,29,M,Married,Post Graduate,Salaried,24062,Owned,Jamesmouth,Nebraska,APP006934,2022-07-19,Personal Loan,Branch,17456,24,ACC006934,2022-05-08,24033,813.59,506,4,4,1,4,0,0,0,0.23,0,2022-12-31,92.4,3,0,0.79,1,3
CUST006935,30,M,Single,High School,Unemployed,3857,Rented,East Joshua,Nevada,APP006935,2022-11-06,Home Loan,Mobile,300000,180,ACC006935,2021-03-17,85005,3409.79,856,7,3,2,2,0,0,0,0.53,0,2022-12-31,71.54,1,0,0.86,0,0
CUST006936,31,F,Single,Graduate,Unemployed,4177,Parental,South Matthewland,South Carolina,APP006936,2022-08-29,Credit Card,Branch,352824,12,ACC006936,2020-11-26,61518,31183.17,449,2,1,0,4,0,0,0,0.71,0,2022-12-31,28.02,0,0,0.92,1,0
CUST006937,30,F,Divorced,Post Graduate,Unemployed,27173,Owned,North Kelly,West Virginia,APP006937,2022-12-31,Auto Loan,Mobile,150000,12,ACC006937,2021-01-31,77512,13257.25,599,5,1,0,1,0,0,0,0.12,0,2022-12-31,18.93,3,0,1.06,0,0
CUST006938,57,M,Divorced,Post Graduate,Self-employed,43878,Parental,Marieburgh,New Mexico,APP006938,2022-11-29,Auto Loan,Branch,150000,60,ACC006938,2022-11-27,23413,3261.36,617,4,3,1,2,0,0,0,0.28,0,2022-12-31,68.51,0,0,1.1,0,2
CUST006939,63,F,Married,High School,Salaried,43213,Parental,East Aaronton,Kentucky,APP006939,2022-12-02,Home Loan,Online,453337,180,ACC006939,2022-06-07,229511,5152.61,737,8,1,2,1,0,0,0,0.82,0,2022-12-31,23.47,1,0,0.87,0,2
CUST006940,40,F,Divorced,High School,Self-employed,14116,Parental,Lake Brian,Indiana,APP006940,2022-04-05,Credit Card,Mobile,221280,48,ACC006940,2021-01-11,146088,5719.1,619,1,1,2,1,0,0,0,0.76,0,2022-12-31,76.95,2,0,0.74,0,3
CUST006941,64,F,Married,Graduate,Self-employed,22246,Owned,Port Emily,Georgia,APP006941,2022-07-18,Auto Loan,Online,150000,12,ACC006941,2021-07-02,3081,13257.25,402,3,3,2,3,0,0,0,0.17,0,2022-12-31,36.44,0,0,0.69,0,3
CUST006942,29,F,Married,High School,Salaried,6431,Parental,North Ashleystad,Montana,APP006942,2022-09-09,Home Loan,Mobile,300000,180,ACC006942,2021-10-30,259729,3409.79,348,9,5,0,0,0,0,0,0.85,0,2022-12-31,37.79,1,0,0.8,0,2
CUST006943,37,M,Single,High School,Self-employed,36251,Parental,Melissaton,Kansas,APP006943,2022-12-10,Home Loan,DSA,300000,180,ACC006943,2022-01-22,290384,3409.79,831,9,4,2,3,0,0,0,0.27,0,2022-12-31,10.92,1,0,1.08,0,2
CUST006944,60,M,Single,Post Graduate,Self-employed,11949,Rented,West Amyside,Georgia,APP006944,2022-09-14,Home Loan,Mobile,357942,180,ACC006944,2021-10-13,121466,4068.36,661,4,4,1,1,0,0,0,0.17,1,2022-12-31,69.59,0,0,0.76,1,2
CUST006945,53,F,Married,Graduate,Salaried,35985,Parental,West Wayne,Arkansas,APP006945,2022-03-25,Personal Loan,DSA,99492,60,ACC006945,2021-12-17,282621,2163.2,372,7,1,1,3,1,0,0,0.12,0,2022-12-31,19.63,3,0,0.63,0,3
